CODIGO,DESCRIPCION,STOCK,PRECIO $,MARCA,MINI CODIGO,DETALLES,PRECIO EN SOLES
ACSMT4511XBEGWW, TRAVEL ADAPTER 45W_PD (W/CABLE,20,26,SAMSUNG,442115,,149.364
ACTBASTF300TBL, AC TB DOCKING ASUS TF300T BL, 11,25,ASUS - CONSUMO,90015,"Docking Asus TF300T, incorpora conector de 40 pines, puerto USB, teclado, touch pad,",144.35000000000002
ACTBASTF300TW, AC TB DOCKING ASUS TF300T W,20,40,ASUS - CONSUMO,90008,"Docking Asus TF300T, incorpora conector de 40 pines, puerto USB, teclado, touch pad,",219.56
ACTBASTF300TWUS, ASUS DOCKING US TF300T W, 1,102.31,ASUS - CONSUMO,99121,"ASUS Transformer Pad Mobile Dock, para la ASUS Transformer PAD TF300T, teclado, puert",531.98234
SMPLECASEMNDU1, SAMPLES CASES TABLET MNDU, 4,9999999.99,ZZ OTRAS MARCAS,352046,,50140018.94986001
ZZCASETH5447C, CASE FOR TABLET 7\'\' CORAL, 0,1,ADVANCE COMPUTER CORP,152603,"Funda para tablet Advance TH5447, 7"", Coral.[@@@]Protege tu tableta con la funda Adva",24.014
KBINKB05113GUS, INATECK SURFACE PRO 9 KEYBOARD, 2,62,INATECK,443055,"Teclado_Cubierta Inateck, Inalambrico (Bluetooth), retroiluminado, Color Gris (Gray)[",329.868
KBTE4064N, TECLADO KB TE-4064N BT,20,11.5,TEROS,420227,"Teclado inalámbrico TEROS TE-4064N, 2.4 GHz, bluetooth 3.0 / 5.2, 80 teclas, negro[@@",76.661
KBWWHTE4070S, TECLADO STD WIRELESS TE4070 WH,20,12.5,TEROS,462831,"Teclado inalámbrico TEROS TE-4070S, 2.4 GHz, bluetooth 3.0 / 5.2, 80 teclas, blanco[@",81.67500000000001
KBCBKTE4068G, TECLADO GAMER USB TE4068 BK,20,15.8,TEROS,461879,"Teclado mecánico TE-4068G, retroiluminación rainbow, USB 2.0, español, color negro[@@",98.22120000000001
KBCBKTE4072G, TECLADO GAMER USB TE4072 BK,20,5.5,TEROS,475935,"Teclado gamer TEROS TE-4072G, RGB, USB, negro[@@@]Descubre el teclado gamer TEROS TE-",46.577
KBCOCH9104110, KB COR STRAFE MK2-BLK-MX RED-R, 0,83.4,CORSAIR,349851,"Teclado mecánico para juego Corsair STRAFE RGB MK.2 CHERRY MX Red (SP), USB 2.0[@@@]E",437.16760000000005
KBCOCH9109014, KB CORSAIR K70 RGB MK.2 RP,20,109,CORSAIR,317884,"Teclado mecánico para juego Corsair K70 RGB MK.2 RAPIDFIRE CHERRY MX Speed (SP), USB",565.5260000000001
KBCOCH9109018, KB COR K70 MK.2 RGB LOW PRO, 6,94,CORSAIR,317885,Teclado mecánico para juegos Corsair K70 RGB MK.2Low Profile RAPIDFIRE CHERRY MX LP S,490.31600000000003
KBCOCH9109114, KB COR K70 MK.2 RGB RAPIDFR SE, 8,118,CORSAIR,318099,Teclado mecánico para juegos Corsair K70 RGB MK.2SE - CHERRY MX Speed[@@@]El CORSAIR,610.652
KBCORCH9109010, KB CORSAIR K70 MK.2 RGB MX-RED, 11,103,CORSAIR,290529,"Teclado Corsair K70 RGB , mecánico, Multimedia, USB, retroiluminado.[@@@]El Corsair K",535.442
KBCWHTE4069S, TECLADO ESTáNDAR USB TE4069 WH,20,5.2,TEROS,461880,"Teclado estándar TE-4069S, multimedia, USB 2.0, español, color blanco[@@@]El teclado",45.0728
KBRDK585PROUSBC, KB RD ONE-HAND PRO WRL/BT/USBC, 2,50.6,REDRAGON,469730,"Teclado Gamer K585 PRO Inalambrico, Mecánico parajuegos con una mano/Retroiluminacion",272.7084
KBLENGY41N91858, LEN KB LEGION K310 RGB GAMING, 4,33.9,LENOVO - IDEA,455855,Teclado gamer Lenovo Legion KB310 RGB con cable USB 2.0[@@@]Teclado de alta calidad c,188.9746
KBTE4065N," TECLADO LAVABLE, SELLADO, IPX7",20,10.3,TEROS,420230,"Teclado lavable TEROS TE-4065N, IPX7, USB, negro[@@@]Descubre el Teclado TEROS TE-406",70.64420000000001
KBUSBSPLOGMK200, KB USB LOG CLASSIC MK200 SP,20,22,LOGITECH,59910,"Kit Logitech MK200, teclado multimedia/estándar, mouse óptico, interfaz USB, color ne",129.308
KBMSHDSTE4063N, KB MS HS PAD TEROS TE-4063N,20,14.5,TEROS,414034,"Kit gamer TEROS TE-4063N, teclado multimedia, mouse, headset, mouse pad[@@@]Lleva tu",91.703
KBMSTE4062N, KB MS TEROS TE4062N,20,4.25,TEROS,370421,"Kit teclado y mouse TEROS TE-4062N, USB, acabado elegante, negro, español / óptico[@@",40.3095
KBUSBSPLOG-B, COMBO TECLADO Y MOUSE LOGITECH, 1,22,LOGITECH,483384,,129.308
MSLENGX30M39630, LENOVO 300 USB COMBO KB + MS, 5,17.9,LENOVO - IDEA,455848,"Kit Combo Teclado + Mouse Lenovo 300, Interfaz USB, Ambidiestro, Diseño elegante.[@@@",108.75059999999999
KBLENGX31F38002, LENOVO 510 WIRELESS KB+MS WHTE,20,27,LENOVO - IDEA,455852,"Kit de Teclado + Mouse combo, LENOVO 510, Inalámbrico, Color Blanco[@@@]Tipo de fuent",154.37800000000001
KBMLE4X31N50731, ESSEN WIRELESS COMBO K+M W/BAT, 5,28.9,LENOVO - THINKPAD,469048,"Kit teclado y mouse inalámbrico Essential LENOVO,USB-A, Negro, Español, Óptico, 2.4G[",163.9046
KBMSWBKTE4071S, TECLADO+MOUSE STD W. TE4071,20,6.5,TEROS,463234,"Kit teclado y mouse TEROS TE-4071S, inalámbrico, 2.4 GHz, acabado elegante, negro, es",51.591
KBMSWSTE4061N, KB MS TEROS WIRELESS TE-4061N, 5,6.5,TEROS,370420,"Kit Inalámbrico Teclado + Mouse TEROS TE-4061N, 2.4GHz, receptor nano USB, negro[@@@]",51.591
KBUSBSPLOGMK295, COMBO TECLADO Y MOUSE MK295,20,27,LOGITECH,480237,,154.37800000000001
TVADV32FHD0A, TV ADV 32'' FHD SMART DOLBY,20,104,ADVANCE COMPUTER CORP,443641,"Televisor Smart Advance WADV32FHPE, 32"" FHD 1920X1080, Wireless, LAN, Bluetooth[@@@]L",540.456
TVADV32UHD0A," TV ADV 32"" HD SMART DOLBY",20,104,ADVANCE COMPUTER CORP,432557,"Televisor Smart Advance WADV32HPE, 32"" HD 1366X768, Wireless, LAN, Bluetooth[@@@]Disf",540.456
TVQN55Q7F5AGXPE," TB SAM AI SMART Q7F 55\"" QLED", 9,999,SAMSUNG,481470,,5027.986
ACRACKTE7112, RACK P. TV MOVIL 32''-75'',20,19.6,TEROS,444861,"Rack TEROS TE-7112 para televisor retractil de 32"" a 75""[@@@]Mejora tu experiencia de",117.27440000000001
ZZZZLSSLF5B1, TV WALL MOUNT 80 INCHES SLF5-B, 1,146,ZZ OTRAS MARCAS,125200,,751.044
PSAUR1000LCDUSB, UPS INTERACTIVO 1KVA USB Y LCD, 0,119,ELISE,362082,"UPS Interactivo Elise Fase, AUR-1000-LCD-USB, 1000 VA / 600 W, Puerto inteligente USB",615.666
PSAUR1200LCDUSB, UPS INTERACTIVO 1.2KVA USB LCD,20,120,ELISE,362083,"UPS Interactivo Elise Fase, AUR-1200-LCD-USB, 1200 VA / 600 W, Puerto inteligente USB",620.6800000000001
PSAUR1500LCDUSB, UPS INTERACTIVO 1500VA USB, 1,163,ELISE,364906,"UPS Interactivo Elise Fase, AUR-1500-LCD-USB, 1500 VA / 900 W, Puerto inteligente USB",836.282
PSAUR650LCDUSB, UPS INTERACTIVO 650VA USB LCD,20,62.5,ELISE,372052,"UPS Interactivo Elise @Fase, AUR-650-LCD-USB, 650VA / 360W, Puerto inteligente USB-HI",332.375
PSAUR850LCDUSB, UPS INTERACTIVO C/ USB Y DISPL,20,92,ELISE,457266,"UPS Interactivo Elise @Fase, AUR-850-LCD-USB, 850VA / 480W, Puerto inteligente USB-HI",480.288
PSPBOX650, UPS INTERACTIVO POWER BOX 650V,20,68,ELISE,471402,"UPS Interactivo ELISE Serie POWER PBOX-650, 650VA, 360W[@@@]El UPS Elise PBOX-650 es",359.952
PSUPSRSMART75, UPS INTELIGENTE 750VA / 375WAT,20,60,CDP CHICAGO DIGITAL POWER,479130,"UPS Interactivo CDP (Chicago Digital Power) R-Smart 751i, 750VA / 375W[@@@]Es un UPS",319.84000000000003
PSUPTLSMX1500LC, TL UPS 1500VA/900W LCD TORRE,20,169,TRIPP-LITE,122554,"UPS Tripp-Lite SMX1500LCDT, Interactivo, 1500VA, 900W, 220V, 8 tomas C13.[@@@]Pantall",866.366
PSUPTLX1500LCD, UPS 1500VA/900W LCD RACK/TOWER,20,294.5,TRIPP-LITE,54137,"UPS SmartPro Tripp-Lite SMX1500LCD,Linea Interactiva, 1500VA, 900 Watts, Voltaje: 230",1495.623
SUPRSMART2010IP, UPS INTELIGENTE 2000VA / 1200W, 8,166,CDP CHICAGO DIGITAL POWER,476500,"UPS Interactivo CDP (Chicago Digital Power) R-Smart 2010i, 2000VA/1200W[@@@]Es un UPS",851.3240000000001
UPCDPSMART1510I, UPS INTELIGENTE 1500VA / 900WA, 0,138,CDP CHICAGO DIGITAL POWER,476499,"UPS Interactivo CDP (Chicago Digital Power) R-Smart 1510i, 1500VA/900W[@@@]Es un UPS",710.932
UPSCDPRUPR1008, 1000VA/500W 8 SALIDAS / 5 PORT, 14,57,CDP CHICAGO DIGITAL POWER,472324,"UPS CDP R-UPR1008i, Interactivo, 1000VA, 500W, 220Vca / 50/60Hz (Ajuste Automático)[@",304.798
UPSCDPRUPR508I, 500VA/250W 8 SALIDAS / 5 PORT, 15,34,CDP CHICAGO DIGITAL POWER,472322,"UPS CDP R-UPR508i, Interactivo, 500VA, 250W, 220Vca / 50/60Hz (Ajuste Automático)[@@@",189.476
UPSCDPRUPR758I, UPS CDP 750VA/375W 8SAL/5PORT, 3,43,CDP CHICAGO DIGITAL POWER,472323,"UPS CDP R-UPR758i, Interactivo, 750VA, 375W, 220Vca / 50/60Hz (Ajuste Automático)[@@@",234.602
UPSELPBOX-1050, INTERACTIVO POWER BOX 1050 VA,20,94,ELISE,469237,"UPS Interactivo Elise Serie Power Box, 1050VA / 600W, Puerto inteligente USB-HID.[@@@",490.31600000000003
UPSELPBOX-850, INTERACTIVO POWER BOX 850 VA, 19,73,ELISE,469236,"UPS Interactivo Elise Serie Power Box, 850VA / 480W, Puerto inteligente USB-HID.[@@@]",385.022
UPSIPS-650-LED, LíNEA DE UPS INTERACTIVO IPS,20,64,ELISE,484841,Línea de UPS Elise Interactivo IPS-650-LED: 650 VA/ 360 W[@@@]Protege tus equipos con,339.896
UPSTIPS-1050LED, LíNEA DE UPS INTERACTIVO IPS,20,105,ELISE,484867,Línea de UPS Elise Interactivo IPS-1050-LED: 1050VA/ 600 W[@@@]El UPS ELITE IPS-1050-,545.47
UPSTIPS-1200LED, LíNEA DE UPS INTERACTIVO IPS,20,108,ELISE,484868,Línea de UPS Elise Interactivo IPS-1200-LED: 1200VA/ 600 W[@@@]El UPS ELITE IPS-1200-,560.5120000000001
UPSTIPS-1500LED, LíNEA DE UPS INTERACTIVO IPS,20,146,ELISE,484869,Línea de UPS Elise Interactivo IPS-1500-LED: 1500VA/ 900 W[@@@]El UPS ELITE IPS-1500-,751.044
UPSTIPS-2200LED, LíNEA DE UPS INTERACTIVO IPS,20,153,ELISE,484870,Línea de UPS Elise Interactivo IPS-2200-LED: 2200VA/ 1200 W[@@@]El UPS ELITE PS-2200-,786.142
UPSTIPS-850-LED, LíNEA DE UPS INTERACTIVO IPS,20,71,ELISE,484866,Línea de UPS Elise Interactivo IPS-850-LED: 850 VA/ 480 W[@@@]El UPS ELITE IPS-850-LE,374.994
PSELIUDC10KTG2, UPS ON-LINE DOBLE CONV. 10KVA, 5,1920,ELISE,256306,"UPS Elise UDC-10K-T-G2, On-Line, 10000 VA, 10000 W, 176V~264Vac, USB.[@@@]Tecnología",9645.880000000001
PSELIUDC1KTG2, UPS ONLINE TORRE 1KVA-900W LCD, 3,294.5,ELISE,228176,"UPS Elise UDC-1K-T-G2, On-Line, 1kVA, 900W, 100V ~ 300VAC, Display LCD.[@@@]Interfaz",1495.623
PSELIUDC2KTG2, UPS ONLINE TORRE 2KVA-1800W LC, 13,550,ELISE,228177,"UPS Elise UDC-2K-T-G2, On-Line, 2000 VA, 1800 W, 220VAC, Monofásico con tierra, USB.[",2776.7000000000003
PSELIUDC3KTG2, UPS ONLINE TORRE 3KVA-2700W LC, 6,700,ELISE,228180,"UPS Elise UDC-3K-T-G2, On-Line, 3kVA, 2.7KW, 100V~ 300VAC, Display LCD.[@@@]Interfaz",3528.8
PSELIUDC6KTG, UPS IEDA POWER TORRE 6KW LCD, 5,1500,ELISE,272689,"UPS Elise UDC-6K-T-G2, On-Line, 6000 VA, 6000 W, 176V~264Vac, USB.[@@@]Tecnología de",7540.0
PSELIURT-1K-IOT, UPS ON-LINE - IOT PROTOCOL RT, 8,405,ELISE,456628,"UPS Plug & Power Innova Unity IoT URT Series 1kVA, 1000VA, 1000W, 220V, DB-9 RS232/US",2049.67
PSELIURT-2K-IOT, PS ON-LINE-IOT PROTOCOL RT2U, 16,690,ELISE,456629,"UPS Plug & Power Innova Unity IoT URT Series 2kVA, 2000VA,2000W, 220V, DB-9 RS 232/US",3478.6600000000003
PSELIURT-3K-IOT, IOT PROTOCOL RT 2U 3 KW, 18,965,ELISE,456633,"UPS Plug & Power Innova Unity IoT URT Series 3kVA, 3000W, 220V, DB-9 RS232 / USB[@@@]",4857.51
PSELIZEN10K, UPS ONLINE SERIE ZEN 10KVA TWR, 4,1520,ELISE,371248,UPS Elise Fase Online Serie Zen 10000VA / 9000W /Bornera Entrada - Salida 60Amp / USB,7640.280000000001
PSELIZEN1K, UPS ONLINE SERIE ZEN 1KVA TWR,20,224,ELISE,371243,UPS Elise Fase Online Serie Zen 1000VA / 900W / 4tomas de salida NEMA 5-15 / RS232 /,1142.136
PSELIZEN2K, UPS ONLINE SERIE ZEN 2KVA TWR,20,388,ELISE,371244,UPS Elise Fase Online Serie Zen 2000VA / 1800W / 4 tomas de salida NEMA 5-15 / RS232,1964.432
PSELIZEN3K, UPS ONLINE SERIE ZEN 3KVA TWR,20,570,ELISE,371246,UPS Elise Fase Online Serie Zen 3000VA / 2700W / 6 tomas de salida NEMA 5-15 / USB[@@,2876.98
PSELURT10KG26U, UPS INNOVA PLUG&POWER RT 10KVA, 4,2255,ELISE,356251,"UPS On Line Rack/Tower (URT) PLUG & POWER, 10000VA / 10000W, 230V, USB, RS-232 (DB-9)",11325.57
PSTLSUINT3000LC, UPS ONLINE R/T 3KVA/2.7KW 2U L, 17,914,TRIPP-LITE,202740,"UPS SmartOnline TrippLite SUINT3000LCD2U, 3000VA,2700W, 230V, 2U.[@@@]UPS de conversi",4601.796
PSTSU6000RTMB, UPS SO 6KVA 5.4KW 208V BYPASS, 2,1980,TRIPP-LITE,478506,UPS de doble conversion On-line Tripp-Lite by EATON SmartOnline 6000VA / 5400W / 208V,9946.720000000001
PSUPIEURT2K, UPS PLUG&POWER 2KVA RACKTOWER, 2,653,ELISE,168569,"UPS Elise Plug & Power URT-2K, On-Line, 2000VA, 1800W, 220V, DB-9 RS-232/USB.[@@@]",3293.1420000000003
PSUPSCDPUPO111I, UPS ONLINE TORR 1KVA-1000W LCD, 9,251,CDP CHICAGO DIGITAL POWER,221439,"UPS CDP UPO11i(AX), On-Line, 1000VA, 1000W, 220VAC, 4 salidas IEC-C13/14 .[@@@]Tecnol",1277.5140000000001
PSUPSCDPUPO112I, UPS ONLINE TORR 2KVA-2000W LCD, 9,448,CDP CHICAGO DIGITAL POWER,221440,"UPS CDP UPO11-2i(AX), On-Line, 2000VA, 2000W, 220VAC, 8 salidas IEC-C13/14.[@@@]Tecno",2265.272
PSUPSCDPUPO113I, UPS ONLINE TORR 3KVA/3000W LCD, 0,518,CDP CHICAGO DIGITAL POWER,221441,"UPS CDP UPO11i(AX), On-Line, 3000VA, 3000W, 220VAC, 6 salidas IEC-C13/14.[@@@]Tecnolo",2616.252
UPCDPUPO2210I, UPO22-10AX 10KVA/10KW, 1,1690,CDP CHICAGO DIGITAL POWER,468793,"UPS On-Line CDP UPO22-10AXi, 10KVA / 10KW, Entrada: 208 Vca / Salida: 208/220/230/240",8492.66
UPSELAPUS10KW, UPS ON-LINE SERIE APUS G3 -10K, 3,4700,ELISE,465598,,23584.800000000003
UPSELAPUS15KW, UPS ON-LINE SERIE APUS G3 -15K, 3,4800,ELISE,465599,"UPS Online IEDA POWER SAFE Serie APUS G3/Trifasico/15KVA/15KW 380/220, 400/230, 415/2",24086.2
UPSEN9SX6KIRT, EATON 9SX 6000I RT3U, 3,1640,EATON,428973,"UPS (SAI) EATON 9SX 6000i (Online/Doble Conversión con PFC), 6000VA/5400W, (Rack/Torr",8241.960000000001
ACCAPCSRVRK1," APC EASY UPS RAIL KIT, 700MM", 13,11.5,APC AMERICAN POWER CONVER,324383,,76.661
ACCDPUPO22PLLK6, KIT PARALELA UPS TORRE 6/10KVA, 8,72,CDP CHICAGO DIGITAL POWER,241674,,380.00800000000004
ACCELIURTRK13, KIT DE MONTAJE EN RACK PARA UP, 5,30.9,ELISE,189882,,173.9326
ACCPS15640211, POWER STRIP HORIZ 10 TOMAS C13, 1,139,ZZ OTRAS MARCAS,337117,Regleta de enchufes horizontales básicas para montaje en rack[@@@]Regleta básica de e,715.946
ACCTE2MTHDI, SENSOR AMBIENTAL ENVIROSENSE2, 1,89,TRIPP-LITE,251320,"Módulo Sensor Ambiental Tripp-Lite EnviroSense2, Temperatura, Humedad y Entradas Digi",465.24600000000004
ACCTLWEBCARDLXE, TARJETA DE RED WEBCARDLXE, 5,154,TRIPP-LITE,458961,Tarjeta de Red WEBCARDLX para Sistemas UPS y PDU Selectos[@@@]La Tarjeta de Red WEBCA,791.1560000000001
ACCUPO221520RA, RACK RAIL KIT UPO22RT 6 10KVA, 4,47,CDP CHICAGO DIGITAL POWER,468836,Kit de Rieles de montaje CDP UPO22RT-RAILKIT - Para Equipos de 6 a 10 KVA[@@@]Rack Ra,254.65800000000002
ACELINMCWEBMINI, UPS CARD - NETWORK MANAGEMENT, 2,170.5,ELISE,273417,,873.8870000000001
ACELPDUH08T10A, PDU PARA RACK 1U - 08 TOMAS NE, 1,75.8,ELISE,437142,"Unidad de Distribución de Energía (PDU), Modelo: PDU-H-08T-10A-8(N5-15R)-C14-1U[@@@]L",399.0612
ACELPDUH12T1, PDU PARA RACK 1U - 12 TOMAS (4, 3,92,ELISE,437143,"Unidad de Distribución de Energía (PDU), Modelo: PDU-H-12T-10A-4(N5-15R)-8(C13)-C14-1",480.288
ACTLP005-010, TL POWER CORD C13 TO C14 10FT, 12,8.9,TRIPP-LITE,160557,"Cable poder de Extensión Tripp-Lite P005-010, 250V,15A, 14AWG, C14 a C13, 3.05 mts.[@",63.6246
ACTLP006006, POWER CORD NEMA 5-15P TO C13,20,4.15,TRIPP-LITE,220409,"Cable poder Tripp-Lite P006-006, 1.8 mts, NEMA 5-15P, IEC-320-C13.[@@@]",39.8081
ACTLPDUH20DV," PDU BASICO DE 20A 100-240V, 1U",20,84,TRIPP-LITE,95290,"PDU Monofásico Básico TrippLite PDUH20DV, 20A 100~240V, instalacion horizontal 1U en",440.17600000000004
ACTLPDUH20DV-B," PDU BASICO DE 20A 100-240V, 1U", 3,80,TRIPP-LITE,483854,,420.12
ACTLSUPDMB20KHW, PDU DESPRENDIBLE PARA UPS, 1,370,TRIPP-LITE,304630,"PDU redundante desprendible TRIPP-LITE, compatible SmartOnline 8-10kVA, 200-240 V.[@@",1874.18
ACTLUNIPLUGINT, ADAPTADOR P/TOMAS DE UPS,20,8.8,TRIPP-LITE,85644,"Adaptador de tomacorriente TRIPPLITE UNIPLUGINT, permite conexión con enchufes britán",63.123200000000004
PSUTLPDUMV20HV, PDU MONO CON MEDIDOR DIGITAL, 2,209,TRIPP-LITE,124297,"Unidad de distribución de energía Tripp-Lite PDUMV20HV, monofásico con medidor digita",1066.9260000000002
UPSACUPO11RTRA," RACK RAIL KIT FOR UPO11RT 1,2", 17,32,CDP CHICAGO DIGITAL POWER,468791,"Kit de rieles de montaje 1U para UPS CDP UPO11RT de (1 kVA, 2 kVA, y 3_x0008_",179.448
ZZZZTRANSFORMAD, TRANSF 220V A 110V 1200WA, 1,75,PRODUCTOS DE PROMOCION-PU,72572,,395.05
TRIPBP72RT, TRIPP LITE SERIES 72V EXTENDED, 2,650,TRIPP-LITE,476387,,3278.1000000000004
ACCTLB020U0819K, KVM TRIPP CONSOLA 19'' LCD 8P, 1,1280,TRIPP-LITE,176875,"Consola KVM TrippLite para instalación en rack de1U de 8 puertos con LCD de 19"".[@@@]",6436.92
PSUCDPUPO111RTI, UPS ONLINE R/T 1KVA-1KW LCD, 5,355,CDP CHICAGO DIGITAL POWER,221442,"UPS Online CDP UPO11-1 RTAXi, 1000VA/1000W, 220VAC, 8 salidas IEC-C13 (4-Programables",1798.97
PSUCDPUPO112RTI, UPS ONLINE R/T 2KVA-2KW LCD, 1,532,CDP CHICAGO DIGITAL POWER,221443,"UPS Online CDP UPO11-2 RTAXi, 2000VA/2000W, 220VAC, 8 salidas IEC-C13 (4-Programables",2686.4480000000003
PSUCDPUPO113RTI, UPS ONLINE R/T 3KVA-3KW LCD, 4,630,CDP CHICAGO DIGITAL POWER,221444,"UPS Online CDP UPO11-3 RTAXi, 3000VA/3000W, 220VAC, 8 salidas IEC-C13 (4-Programables",3177.82
VD6GARA380CLI, VGA 6G AR INTEL CHALL A380, 14,135.75,ASROCK,482030,,699.6505000000001
VD12ASRTX5070PO, VGA 12G AS RTX5070 PRIME OC, 0,672,ASUS,472578,"Tarjeta de video ASUS PRIME-RTX5070-O12G , 12 GB GDDR7, PCIe Gen 5.0[@@@]Puertos: 3 x",3388.4080000000004
VD12GBRTX4070W2, VGA 12G GB RTX4070 WF2 OC GDR6, 0,555,GIGABYTE,466155,"Tarjeta de video Gigabyte GeForce RTX 4070 WINDFORCE 2X OC V2 12G, 12GB GDDR6, PCI-E",2801.77
VD12GBRTX5070EO, VGA 12G GB RTX5070 EAGLE OC D7, 0,652,GIGABYTE,474709,"Tarjeta de video GIGABYTE GeForce RTX 5070 EAGLE OC SFF 12G, 12 GB GDDR7, PCIe Gen 5.",3288.128
VD12MSRTX5070S2, VGA 12G MS RTX5070 SHADOW 2XOC, 0,577,MSI,477394,"Tarjeta de video MSI GeForce RTX 5070 12G SHADOW 2X OC, 12 GB GDDR7, PCIe 5.0[@@@]Pue",2912.078
VD16ASRTX5080AO, VGA 16G AS RTX5080 ASTRAL GDR7, 0,1531,ASUS,466156,"Tarjeta de video ASUS ROG Astral GeForce RTX 508016GB GDDR7 OC Edition, PCIe Gen 5.0[",7695.434
VD16ASRTX5080PO, VGA 16G AS RTX5080 PRM OC GDR7, 10,1246,ASUS,466158,"Tarjeta de video ASUS PRIME-RTX5080-O16G, 16GB GDDR7, PCIe Gen 5.0[@@@]Puertos: 3 x D",6266.444
VD16ASRTX5080RW, VGA 16G AS RTX5080 ASTRAL WHIT, 0,1567,ASUS,485679,,7875.938
VD16GBRTX507TAE, VGA 16G GB RTX5070TI AERO OC, 20,9999999.99,GIGABYTE,489450,,50140018.94986001
VD16GBRTX507TEI, VGA 16G GB RTX5070TI E ICE GD7, 8,994,GIGABYTE,471916,"Tarjeta de video GIGABYTE GeForce RTX 5070 Ti EAGLE OC ICE SFF, 16 GB GDDR7, PCIe Gen",5002.916
VD16GBRTX507TGO, VGA 16G GB RTX5070TI GM OC GD7,20,1035,GIGABYTE,471917,"Tarjeta de video GIGABYTE GeForce RTX 5070 Ti GAMING OC 16G, 16 GB GDDR7, PCIe Gen 5.",5208.490000000001
VD16GBRTX507TIE, VGA 16G GB RTX5070TI EAGLE GD7,20,970,GIGABYTE,471915,"Tarjeta de video GIGABYTE GeForce RTX 5070 Ti EAGLE OC SFF 16G, 16 GB GDDR7, PCIe Gen",4882.58
VD16GBRTX5080AE, VGA 16G GB RTX5080 AERO GDDR7, 9,1434,GIGABYTE,469289,"Tarjeta de video GIGABYTE GeForce RTX 5080 AERO OC SFF 16G , 16 GB GDDR7, PCIe Gen 5.",7209.076
VD16GBRTX5080AM, VGA 16G GB RTX5080 AO MST GDR7, 3,1525,GIGABYTE,467596,"Tarjeta de video GIGABYTE AORUS GeForce RTX 5080 MASTER 16G, 16GB GDDR7, PCIe Gen 5.0",7665.35
VD16GBRTX5080AW, VGA 16G GB RTX5080 AORUS X WT, 4,1580,GIGABYTE,478595,"Tarjeta de video GIGABYTE AORUS GeForce RTX 5080 XTREME WATERFORCE 16G, 16GB GDDR7, P",7941.120000000001
VD16GBRTX5080MI, VGA 16G GB RTX5080 MASTER ICE, 5,1516,GIGABYTE,471428,"Tarjeta de video GIGABYTE AORUS GeForce RTX 5080 MASTER ICE 16G, 16GB GDDR7, PCIe Gen",7620.224
VD16GBRTX5080OG, VGA 16G GB RTX5080 OC GMG GDR7,20,1420,GIGABYTE,467581,"Tarjeta de video GIGABYTE GeForce RTX 5080 GAMINGOC 16G, 16 GB GDDR7, PCIe Gen 5.0[@@",7138.88
VD16MSRTX506TV2, VGA 16G MS RTX5060TI V2X GDDR7,20,524,MSI,476076,"Tarjeta de video MSI GeForce RTX 5060 Ti 16G VENTUS 2X OC PLUS, 16GB GDDR7, PCIe Gen",2646.3360000000002
VD16MSRTX507TI3, VGA 16G MS RTX5070TI INSPIRE 3, 4,913,MSI,482880,"Tarjeta de video MSI GeForce RTX 5070 Ti 16G INSPIRE 3X OC, 16 GB GDDR7, PCIe Gen 5.0",4596.782
VD16MSRTX507TV3, VGA 16G MS RTX5070TI V3X OC, 8,891,MSI,471268,"Tarjeta de video MSI GeForce RTX 5070 Ti 16G VENTUS 3X OC, 16 GB GDDR7, PCIe Gen 5.0[",4486.474
VD16MSRTX5080V3, VGA 16G MS RTX5080 VENTUS 3XOC, 0,1289,MSI,468495,"Tarjeta de video MSI GeForce RTX 5080 16G VENTUS 3X OC PLUS, 16GB GDDR7, PCIe Gen 5.0",6482.046
VD32ASLCRTX5090, VGA 32G AS RTX5090 ROG AST LC, 8,3050,ASUS,474434,"Tarjeta de video ASUS ROG Astral LC GeForce RTX 5090 32GB GDDR7 OC Edition, PCIe Gen",15311.7
VD32ASRTX5090-B, VGA 32G AS RTX5090 TUF OC GDR7, 1,2386,ASUS,488747,,11982.404
VD32ASRTX5090RA, VGA 32G AS RTX5090 ROG ASTRAL, 7,2821,ASUS,471061,"Tarjeta de video ASUS ROG Astral GeForce RTX 509032GB GDDR7 OC Edition, PCIe Gen 5.0[",14163.494
VD32ASRTX5090TF, VGA 32G AS RTX5090 TUF OC GDR7, 1,2545,ASUS,471059,"Tarjeta de video ASUS TUF-RTX5090-O32G-GAMING, PCIe Gen 5.0[@@@]Puertos: 3 x DisplayP",12779.630000000001
VD32GBRTX5090GO, VGA 32G GB RTX5090 GAMING OC, 4,2730,GIGABYTE,481534,"Tarjeta de video GIGABYTE GeForce RTX 5090 GAMINGOC 32G, 32GB GDDR7, PCIe5[@@@]Puerto",13707.220000000001
VD32GBRTX5090M, VGA 32G GB RTX5090 MASTER, 16,2823,GIGABYTE,476697,"Tarjeta de video GIGABYTE AORUS GeForce RTX 5090 MASTER 32G, 32 GB GDDR7, PCIe Gen 5.",14173.522
VD32GBRTX5090MI, VGA 32G GB RTX5090 MASTER ICE, 9,2830,GIGABYTE,471427,"Tarjeta de video GIGABYTE AORUS GeForce RTX 5090 MASTER ICE 32G, 32 GB GDDR7, PCIe Ge",14208.62
